"L","B"
0.017094326,0.005167959
0.03269192,0.023255814
0.064100174,0.036175711
0.122587914,0.080103359
0.204394551,0.126614987
0.33239972,0.201550388
0.597273554,0.317829457
0.868216747,0.418604651
1.579632122,0.617571059
2.325016251,0.658914729
3.642267521,0.842377261
5.705815041,0.888888889
7.600924628,0.925064599
11.75972354,0.927648579
