"L","B"
0.019086836,0.000244969
0.038814217,0.010985158
0.075986063,0.02956434
0.148756881,0.061232528
0.243868644,0.111158077
0.38487624,0.163687017
0.680812503,0.273850809
0.934635348,0.357740525
1.717364121,0.478389932
2.357637682,0.577986455
3.96428745,0.709073443
5.947191549,0.766818771
8.374054438,0.81668668
12.09396778,0.819443777
