"L","B"
0.013191519,0.026146089
0.031872721,0.042103662
0.059087412,0.073586367
0.079937929,0.097137806
0.149974706,0.180708349
0.241874468,0.264221866
0.399928707,0.371182277
0.686636885,0.491177715
0.963975924,0.577243113
1.718213781,0.725898505
2.473640578,0.817181716
3.937885646,0.931940333
6.203368525,0.880028323
8.074582589,0.966065208
12.24949849,0.903722325
