"L","B"
0.012223047,0.017114914
0.018261585,0.024449878
0.027607408,0.031784841
0.052853886,0.061124694
0.083767764,0.105134474
0.128142239,0.166259169
0.257191381,0.254278729
0.384251335,0.383863081
0.616231068,0.523227384
0.988261314,0.613691932
1.762600326,0.684596577
2.482400185,0.73594132
3.981071706,0.784841076
8.085228677,0.907090465
16.81283789,0.965770171
