"L","B"
0.012618544,0.013316587
0.024693613,0.010928205
0.048953345,0.011190284
0.072114458,0.013984147
0.144839466,0.024833234
0.242840211,0.048840671
0.391800772,0.096642915
0.728879444,0.173600225
0.956391734,0.213386804
1.780482694,0.345899945
2.461585414,0.433325586
4.185483602,0.544639987
6.171224017,0.616217259
8.423649717,0.714220018
12.10225929,0.777850852
