"L","B"
0.009198787,0.001981875
0.017942626,0.010448863
0.033767383,0.014588695
0.067455217,0.03172498
0.102414794,0.046778236
0.161158748,0.077004634
0.256641228,0.126750063
0.403847703,0.187345225
0.733305554,0.269587403
1.024147936,0.375773175
1.837590363,0.536110206
2.505899968,0.570719956
4.135997912,0.637807724
8.361415261,0.843660436
16.70313255,0.893334682
