"L","B"
0.662012745,0.005683971
0.909032424,0.011367942
1.393255576,0.013262599
1.75266683,0.022735885
3.248275861,0.030314513
3.352578303,0.034103827
8.297226381,0.089048882
8.526724142,0.079575597
16.13262008,0.168624479
17.02063739,0.157256537
33.27808395,0.301250474
38.04109471,0.365668814
93.07559704,0.564607806
99.78813542,0.549450549
201.036586,0.769230769
204.4336402,0.82038651
378.2135999,0.953012505
461.4028165,0.947328534
818.3156576,0.992800303
833.9323685,1.011746874
