"L","B"
0.013903344,0.015831692
0.026875577,0.023934867
0.05749539,0.045165474
0.099158575,0.076785629
0.173193708,0.100557183
0.269893646,0.139992315
0.431382363,0.221321869
0.753466972,0.323627456
1.761455028,0.512430952
2.511886432,0.570157068
3.865057536,0.690739229
8.268584951,0.82453528
12.09396778,0.822061578
