"L","B"
0.011136244,0.006746263
0.022193548,0.011443868
0.042814465,0.025079486
0.084394591,0.038722084
0.127067605,0.052277431
0.166315991,0.063550286
0.258676825,0.070404741
0.415227832,0.113063599
0.718401233,0.178118096
1.068510851,0.258783579
1.807944675,0.357387908
2.601987807,0.464888371
4.16846001,0.599269184
7.940786858,0.697911904
12.0563795,0.823326784
