"L","B"
0.01,1e-04
0.038814217,0.005749556
0.077936899,0.024338345
0.139622088,0.071679716
0.228893272,0.126840867
0.375242419,0.187237619
0.67223781,0.313113022
0.958630795,0.386545944
1.717364121,0.559541765
2.449011507,0.659152697
3.816377934,0.80329987
9.035731199,0.858600317
11.20833969,0.858681973
