"L","B"
0.01712769,0.077319588
0.032453646,0.097938144
0.066218121,0.213917526
0.126893367,0.335051546
0.217324986,0.417525773
0.363010488,0.494845361
0.678387618,0.618556701
0.974377283,0.737113402
1.77776236,0.773195876
2.553341545,0.894329897
4.212675174,0.956185567
5.985967539,0.932989691
8.076897287,1.036082474
12.07714765,0.945876289
