"L","B"
0.015311571,0.018041237
0.030884281,0.051546392
0.041715432,0.072164948
0.083069876,0.128865979
0.147718268,0.213917526
0.259305551,0.329896907
0.496729005,0.479381443
0.686790581,0.636597938
1.437458697,0.721649485
2.08974263,0.87628866
3.67427823,0.863402062
5.624806454,0.896907216
7.794615111,0.87371134
11.79142314,0.855670103
