"L","B"
0.012336897,0.002249647
0.021975708,-0.000264457
0.041258966,0.001844147
0.085134538,0.001600846
0.158161526,0.001392807
0.253730313,0.012834979
0.394407344,0.02196756
0.702762996,0.033374471
1.015496475,0.065733427
1.718912931,0.132842031
2.486138894,0.209284203
3.829217316,0.28106488
5.604997954,0.427108604
7.535684512,0.524456982
11.10499419,0.491844147
