"L","B"
0.007830785,0.006872396
0.015529249,0.011324118
0.031174917,0.027481296
0.066528671,0.043617749
0.100818405,0.04581874
0.154660899,0.069092869
0.255316949,0.085316367
0.406302559,0.143706866
0.713012831,0.220799569
1.080508826,0.295600091
1.805664951,0.449992746
2.57406476,0.529497834
4.096277599,0.620675219
8.223264278,0.793741062
16.10941041,0.816932292
