"L","B"
0.025215925,0.023375506
0.139164894,0.117742649
0.297980078,0.238011445
0.537036744,0.328831602
1.392280521,0.583211092
2.495613797,0.697648988
5.383325669,0.875136732
11.05859085,0.928064692
26.7187786,0.980750418
70.31037489,1.000544333
