"L","B"
0.018674447,0.020779221
0.038538528,0.044155844
0.077569785,0.077922078
0.14485728,0.122077922
0.241748324,0.179220779
0.393492726,0.218181818
0.707798412,0.298701299
1.029575567,0.405194805
1.76169728,0.524675325
2.562594724,0.625974026
4.017707356,0.722077922
5.99206966,0.779220779
8.39557862,0.802597403
11.91103133,0.838961039
