"L","B"
0.007787164,0.034229209
0.015171708,0.046247465
0.031372688,0.087656356
0.062596741,0.143783807
0.098424552,0.207348715
0.147558937,0.261126606
0.246251741,0.378591954
0.401280703,0.481359872
0.694031705,0.571851758
1.186145406,0.654994929
1.842965653,0.725917005
2.572437474,0.77726927
4.093256551,0.838378972
8.07042771,0.877353786
16.10262028,0.95308908
