"L","B"
0.015500985,0.024545008
0.028644191,0.022322794
0.044403694,0.041989772
0.073502696,0.076314068
0.127088784,0.137483014
0.201254873,0.213255078
0.332946964,0.301237703
0.56869953,0.474597466
0.833419473,0.618634848
1.504451979,0.750550714
2.112060951,0.811646103
3.384199405,0.81425159
5.187389263,0.860743861
6.969759561,0.924262779
10.80525891,0.936612712
