"L","B"
0.071184455,0.00868817
0.156559811,0.05131806
0.230687518,0.072630533
0.386933025,0.128384159
0.719872997,0.210632501
1.020624963,0.247803233
1.759263079,0.417323925
2.528742618,0.517991979
4.18877316,0.605486849
6.258472671,0.703524223
8.32638546,0.814744671
13.2452343,0.767303404
0.025014519,0.01093315
0.051553351,0.019146611
