"L","B"
0.019993488,0.001
0.041698448,0.006480959
0.074302758,0.020208039
0.129700235,0.052503526
0.22171773,0.089446403
0.34491459,0.135701693
0.609254875,0.232958392
0.872669482,0.346526798
1.543205763,0.497147391
2.256550166,0.59446756
3.628364092,0.714957687
5.472389613,0.786745416
7.425270352,0.821445698
10.94974714,0.821315233
