"L","B"
0.015112901,0.020517358
0.029704763,0.071944164
0.058385412,0.128538928
0.077858198,0.172358911
0.153032125,0.2883852
0.262106783,0.404462982
0.40110758,0.520582893
0.768899476,0.672794255
1,0.68044789
1.756164595,0.799100288
6.138234534,0.961422874
8.288544259,0.940638692
12.84386264,0.932722915
2.58847204,0.904898326
4.164522544,0.912472381
