"L","B"
0.015213985,0.016470588
0.029014616,0.037647059
0.046084131,0.058823529
0.078921669,0.096470588
0.13959177,0.171764706
0.224113124,0.249411765
0.344653884,0.367058824
0.616197066,0.52
0.869465465,0.557647059
1.554493051,0.663529412
2.265375435,0.745882353
3.598112735,0.825882353
5.474163404,0.894117647
7.559701943,0.912941176
10.89891279,0.955294118
