"L","B"
0.012056672,0.007751938
0.0288595,0.018087855
0.048722059,0.031007752
0.086461567,0.064599483
0.159281767,0.11369509
0.252654522,0.175710594
0.400763432,0.219638243
0.693673709,0.348837209
0.995852335,0.516795866
1.767227328,0.656330749
2.443918071,0.775193798
4.074818819,0.84496124
5.997611621,0.945736434
8.089882955,0.987080103
12.20794599,0.932816537
