"L","B"
0.436596219,0.010664771
0.517241379,0.021329541
0.856096801,0.024884465
1.316494057,0.033771774
2.293032202,0.072875933
2.46283211,0.065766086
4.505314126,0.143974405
5.875284066,0.17952364
13.17065257,0.321720583
21.52927024,0.405261287
27.57970071,0.511908994
28.36270285,0.506576609
90.06190368,0.741201564
93.98101526,0.732314255
203.8631466,0.85673658
207.6697198,0.872733736
371.7315711,0.943832207
420.0895188,0.95627444
706.7537717,0.990046214
825.1200603,1.011375755
