"L","B"
0.011483549,0.026093816
0.016129802,0.0730969
0.033486897,0.122851454
0.068641903,0.183017873
0.089370846,0.248221524
0.165620798,0.308349926
0.277247604,0.436148323
0.425122008,0.52485114
0.777246885,0.65789111
1.037699539,0.730916729
1.758787786,0.874344803
2.566025128,0.908341372
4.087773195,0.968412749
6.122849254,0.916481731
8.17942575,0.942632572
12.39796419,0.9479977
