"L","B"
0.011617146,0.020779221
0.022243192,0.031168831
0.043666126,0.038961039
0.084657857,0.054545455
0.156131328,0.080519481
0.260563273,0.085714286
0.424117739,0.153246753
0.725703961,0.220779221
1.08232589,0.267532468
1.898807824,0.358441558
2.594805934,0.433766234
4.119345414,0.568831169
6.299073454,0.638961039
8.188431557,0.727272727
