"L","B"
0.019364381,0.028423773
0.03991012,0.049095607
0.060981564,0.080103359
0.100416494,0.139534884
0.17165523,0.196382429
0.279156905,0.302325581
0.426544061,0.366925065
0.729148328,0.555555556
1.059914316,0.710594315
1.8118521,0.751937984
2.537068131,0.829457364
4.074818819,0.963824289
6.149059059,0.953488372
8.294162946,0.901808786
12.20794599,0.945736434
