"L","B"
0.008167121,0.041565247
0.015353482,0.068302062
0.031748568,0.109710953
0.062596741,0.192803414
0.097259276,0.241666667
0.145811945,0.342013185
0.249202115,0.444764199
0.396529828,0.500971941
0.694031705,0.716459601
1.091267031,0.809436275
1.865046461,0.853363759
2.634448149,0.890005916
4.242151817,0.894738844
7.974879653,0.958240365
16.10262028,0.992304767
