"L","B"
0.038763321,0.077988731
0.034732623,0.059468821
0.073975115,0.102215429
0.158223684,0.164724652
0.323874151,0.253149684
0.639314925,0.405157732
1.294295877,0.497564244
2.69793231,0.665425819
6.050651872,0.722505752
13.55287152,0.92025255
30.42457861,0.977549655
