"L","B"
0.01105246,0.018041237
0.019166033,0.108247423
0.037688282,0.170103093
0.158893367,0.396907216
0.252345968,0.5
0.410831754,0.62371134
0.739129293,0.778350515
1.063269158,0.773195876
1.939695877,0.819587629
2.552516662,0.920103093
6.28485855,1.046391753
12.22200347,0.994845361
